text,label_class,label
事故之后我同事全身强直阵挛发作而且是大发作确诊为癫痫可以用.,治疗方法,5
高血压水肿用什么药？,治疗方法,5
咳嗽还有一点点嗓子有痰的声音,临床表现(病症表现),3
风湿性心脏病可以吃什么,禁忌,9
怎么检查有强迫症,其他,12
宝宝拉肚子吃什么好啊？,治疗方法,5
痔疮打什么针见效快?,治疗方法,5
请问外阴瘙痒排尿刺痛怎么回事呢？,病因,1
我爸有高血压病史，一直吃降血压药，渐渐的心率也变的低了，我担心会窦性心动过缓，我想问一下窦性心动过缓的症状有哪些呢？,临床表现(病症表现),3
剖腹产后74天了，一直没来月经，最近分泌物增多，类似排卵期的透明能拉丝的，伴随有异味怎么回事，是母乳奶粉混合喂养的。,临床表现(病症表现),3
老是盗汗失眠、腰酸背痛，在性事方面也不是很如意,治疗方法,5
我是在户外工作的，最近刚检查出来的白癜风，医生说我不能在户外待太久这是怎么回事？,其他,12
现在感觉左边胸部时不时有疼痛的感觉，长的是血管瘤，内蒙古婴儿长了海绵状的血管瘤的治疗方法有吗？,治疗方法,5
家里人有肺结核，宝宝可能不小心误吃了他的饮料会被传染吗？宝宝打过卡介疫苗,传染性,7
我是女性的，肛门周边长毛是怎么回事?感觉有些不舒服了，想除掉了它，能吗,其他,12
请问肠炎病人吃有什么比较好？,治疗方法,5
晚上老咳嗽，呼吸不上来，鼻子不通，好几天了该吃什么药好,其他,12
您好！请问尿不尽，是什么原因啊？,病因,1
请问有没有维Ｄ2果糖酸钙注身液有没有途径可以找到？,其他,12
请问阴道有黑色的分泌物怎么办？,治疗方法,5
"你好,请问患了膀胱炎要吃什么药治疗?",治疗方法,5
安定门中医院看病怎么样？,其他,12
我家宝宝六个月了，我前两天发高烧血压低了怎么办,治疗方法,5
最近去医院得知自己得了高血压，通过朋友介绍知道了这个药，不知如何？,治疗方法,5
支气管扩张和哮喘哪个严重,其他,12
做支架二年又心绞痛怎么回事？,病因,1
间质性肺炎怎么治疗?,治疗方法,5
我高压170.低压88.心跳50。正常吗？,定义,0
蛋白丧失胃肠综合征症候,临床表现(病症表现),3
打扰问一下热毒冲心如何体检,化验/体检方案,10
心绞痛如何食疗,治疗方法,5
药品联合使用是大家比较关注的问题，请问多糖铁复合物胶囊能和碳酸钙d3颗粒混着吃吗？,禁忌,9
结节性液化性脂膜炎有什么一并出现,相关病症,4
高压97低压60正常吗,治疗方法,5
孩子总是爱咳嗽晚上多一点，白天很少，这是什么问题？,病因,1
郑州专看癫痫病的医院如何确诊癫痫病小孩晚上偶尔会有一个胳膊和腿抽搐现象，在当地检查是癫痫病，需要进一步确诊一下,临床表现(病症表现),3
最近发作的比较的频繁的，但是情况不是很严重的，就只是抽搐了几下了的，我很是急的。,临床表现(病症表现),3
对于胃癌病人，在饮食方面有何注意事项,其他,12
发烧39度4天，喉咙痛，轻微咳嗽，吃药，打针，烧就是降不下来，血常规正常，胸片显示，说气管炎。,临床表现(病症表现),3
妈妈是甲状腺机能亢进患者，可以用酒石酸美托洛尔缓释片治疗吗？效果怎么样？,其他,12
最近朋友伤口感染了，皮肤溃烂，可以使用盐酸利多卡因凝胶麻醉切除吗？去哪可以购买到？,其他,12
我想请问一下亚甲炎可以吃布洛芬消炎片吗？能不麻烦您一下帮我解答。,治疗方法,5
小便是红色是什么原因,病因,1
咳嗽，一点说不话来。,临床表现(病症表现),3
氨苄西林胶囊7岁半的儿童可以服用吗?用量是多少适合服用吗,其他,12
什么叫空腹血糖受损？,定义,0
请问尿路感染的用什么药啊？,治疗方法,5
要吃什么药物还可以缓解病情呀？或者减低不良反应都好呀，我真的好痛苦的，特别是呕吐呀,治疗方法,5
医生您好，我得了甲亢，想问医生怎么治疗,治疗方法,5
之前中风过，近期有复发的迹象，所以就是每天的都提心吊胆了。,其他,12
孩孩子背部长的血管瘤怎么治疗，到那些医院治疗。现在孩子5月多点大，血管瘤有凸起，内蒙古婴儿后背血管瘤能治好吗？,治愈率,8
肺纤维化是什么病?,定义,0
你好，麻烦问一下老年人急性淋巴细胞白血病治好得多少年,治疗时间,11
最近去医院得知自己得了高血压，通过朋友介绍知道了这个药，不知如何？,治疗方法,5
我得了湿疣，不多在阴道壁上，就俩处，激光完了又复发了咋办？,临床表现(病症表现),3
心胸汗出是怎么回事？,临床表现(病症表现),3
没有病史，这是第一次，医生说长了湿疣，在阴道上也长了，这样的情况下怎么治疗？,治疗方法,5
请问中度宫颈糜烂能保守治疗吗？,治愈率,8
左腿粗。右腿细。右脚血管瘤。怎么调理呢，内蒙古婴儿脚部大的血管瘤咋治啊？,治疗方法,5
胶质瘤术后有什么好的方法预防复发,预防,2
怎样解决宝宝消化不良,治疗方法,5
我窦性心律，窒性早搏，我到底需要注意些什么呢？,禁忌,9
你好！糖尿病服用苯磺酸氨氯地平片要注意什么？,禁忌,9
被掐脖子后痰多口水多,治疗方法,5
怎么治疗妊娠合并偏头痛,治疗方法,5
我妈查到患有冠心病，有亲戚就送了几盒双红活血胶囊来，这药是治冠心病没错吧？,其他,12
肛瘘用什么药啊,治疗方法,5
心绞痛心脏彩超能查出什么,定义,0
一个发小的儿子是癫痫疾病，是小时候发烧引起的，已经好几年了，这个病好像影响了孩子的治疗，请问小儿癫痫的危害有什么？,其他,12
西盟佤族自治县治疗脑瘫哪个医院好？,其他,12
尿不净，是怎么回事？,病因,1
直肠腺癌能治好吗？手术能活下来吗？,其他,12
八个月宝宝不爱吃饭,病因,1
哪些运动项目适合哮喘患者,其他,12
喝酒后马上想上厕所，怎么回事？,临床表现(病症表现),3
食管癌有什么不能吃的,禁忌,9
从出身下来就有，现在5个月了。用什么方法治疗？谢谢，长在孩子脚趾的血管瘤，内蒙古婴儿在脚趾长有血管瘤咋治好呢？,治疗方法,5
请问外阴唇上面长了一个小痘痘怎么办？,治疗方法,5
以前做过一次痔疮手术，已经有五六年了，最近发现好像又有一颗痔疮，很小不痛，而且有点痒，应如何治疗？,治疗方法,5
这几天感觉下腹胀痛，尿频！左耳耳鸣！下腹按着感觉疼痛！,临床表现(病症表现),3
肺部纤维化，间质炎，近来干咳严重,治疗方法,5
选择性腰骶神经后跟切断术的适应症是什么？,定义,0
请问月经过后白带带血持续两个月怎么办？,治疗方法,5
您好，请问奥科维高电位治疗仪对治疗脑梗有帮助吗？,其他,12
癫痫病发作的时间毫无规律，或者在患者走路的中途就发作了，所以癫痫患者以及家长和朋友对癫痫病发作处理的知识点应有所晓得。,其他,12
成都比较好的肛肠医院治疗便秘费用吃什么东西治便秘,治疗方法,5
脑膜脑炎是如何引起的？,病因,1
婴儿鱼肝油怎么吃？,其他,12
整体很悲伤，消极、把事情想的很悲观，莫名其妙的哭、狂躁，容易怀疑自己，觉得活着痛苦,定义,0
细菌性前列腺炎要怎么治疗呢,治疗方法,5
理解能力下降，睾丸疼痛，有什么要特别预防的？有什么要注意的事情？,预防,2
手爆裂，晚上痛的睡不着，我这是怎么了？该如何调理？,治疗方法,5
我患上内痔很多年了经常会出血，现在大便也开始变形了，不知道是否患上其他病？,相关病症,4
慢阻肺症状是什么?,相关病症,4
着凉会心悸吗,病因,1
您好。医生，我想咨询一下小便时阴茎有灼热感怎么回事,临床表现(病症表现),3
两个小腿酸软，没劲，感觉好累，有时会抽筋，我想知道这是不是缺钙，要怎么补钙，什么食物补钙又好又快,病因,1
什么方法能逃开坏死性肠炎,预防,2
膀胱炎吃什么药好？,治疗方法,5
我家宝宝这几天有点拉肚子是不是和喝母乳又喝牛奶又喝羊奶有关,其他,12
我该如何抵制手汗症,预防,2
阜阳治癫痫的医院？？表弟最近去医院检查出了癫痫，家里不是很富裕，难倒了一家人，癫痫治疗需要多少钱？癫痫治疗需要多少钱呢,其他,12
单纯性雀斑样痣有什么一起发生,相关病症,4
一起服用的话有什么影响？会不会影响智力的发育？可以长期吃吗？,其他,12
血糖化验大夫确诊为糖尿病，开了盐酸二甲，拜糖平，非诺贝特片，需要服用多长时间，怎么确定为那型糖尿病,其他,12
小孩子在肚子里从下午踢到晚上是什么回事？,病因,1
扩张型心肌病会遗传的吗？,传染性,7
请问维思通利培酮口服液会有哪些性状啊我爸帮我买回来了能告诉.,其他,12
冒昧问一下能否介绍一下镍及其化合物引起的皮肤病解释,定义,0
肛门左侧长了个鸡蛋大的疙瘩。带的周围都肿了。是什么原因。,病因,1
我想请问一下，尿频尿急拉尿痛不知道是什么病啊,临床表现(病症表现),3
左肺下叶少许感染抗生素治疗半月效果不好咳嗽痰多但是痰容易咳出来有时还胸痛,临床表现(病症表现),3
请问美洛昔康片的主治功能是什么？该药好不好用？,其他,12
颌面部神经纤维瘤能治吗,治愈率,8
在日常生活中要如何预防肠癌,预防,2
心慌心悸胸闷有什么喷剂,治疗方法,5
原发性醛固酮增多症治好要多少天,治疗时间,11
请问阴道这几天都很痒是怎么回事？该怎么办呢？,其他,12
霉菌性阴道炎，白带糊状,临床表现(病症表现),3
慢性肾小球肾炎完全治愈要多久,治疗时间,11
急！宝宝喝完奶老是吐奶和打嗝，该怎么办？？？,治疗方法,5
女性更年期怎么办？怎么调理才会好？多运动好吗？,其他,12
宝宝嘴里溃疡怎么办,治疗方法,5
生完孩子20多天了，发现分泌物是黄绿色的，有时候还有异味，外阴有瘙痒感，烧灼感,临床表现(病症表现),3
胸口会痛，但是呼吸正常,其他,12
您好，我患有细菌性前列腺炎，这和非细菌的有什么区别？,其他,12
问一下十二指肠损伤有什么伴随发生,相关病症,4
冒昧问一下老年人梅毒性心脏病看啥科呢,所属科室,6
肾里面有个小石子，就是肾结石，很小的，请问用什么药好？,治疗方法,5
外痔需要手术治疗吗？用药物可以吗,其他,12
我肛门口长了个小肉球有点痛是什么,定义,0
夜里多梦多尿怎办啊呢？怀孕晚期了，总是半夜要起来拉尿，而且老做梦的呢！,治疗方法,5
孕晚期每天都睡不着觉，失眠好严重的，怎么办好呢？有缓解的办法吗？,治疗方法,5
脊髓蛛网膜炎如何治疗？,治疗方法,5
我想请问一下，突然尿频尿急尿血是什么原因，怎样治疗,其他,12
请问阴道镜术后出血正常吗？,临床表现(病症表现),3
上班时候身上出了很多汗下班了脱了衣服没有想到身上起来了好多红疹，越爪越多，现在应该怎么办，,治疗方法,5
我患有更年期综合征，朋友建议服用谷维素双维B片，请问这药有什么不良反应，要注意什么问题？,禁忌,9
尿路感染是什么原因引起的,病因,1
如果得了游走性结节性脂膜炎容易感染不,传染性,7
肛门右前就有软软的肉球的东西。想咨询是否是早期外痔？,相关病症,4
阴茎短小是什么问题？,病因,1
孩子打完吊瓶后开始腹泻吐奶,病因,1
早搏16000二联110现在吃稳心颗粒和胺碘酮不吃药的时候，没有感觉胸脯疼，现在吃药感觉胸脯疼，是怎么回事,临床表现(病症表现),3
突然睡到那里，然后突然心脏就疼的特别厉害，疼了十几分钟，然后也疼是没那么疼了，该怎么办？,临床表现(病症表现),3
42岁月经不调腹胀怎么治疗？,治疗方法,5
脑梗塞输了三天的药就尿不出了，以前有前列腺肥大，现在插尿管了，拔了一次能尿个四五天，又尿不出了,病因,1
强迫症遗传吗？,相关病症,4
是用来治疗冠心病的该药，是我的主治医生给我开的药的，说该药是较多人在服用的。,其他,12
之前以为是感冒，现在才知道得了这个啊?我的朋友现在每天都咳嗽，做朋友的很想帮助他!,其他,12
你好，我想咨询一下，长期服用芮达帕利哌酮缓释片会产生依赖性吗？,禁忌,9
血糖十点三。用欲混型门东胰岛素，分两次打三十二单位。为了预防并发症能推荐一些调理型中药。,其他,12
5个月宝宝出现腹泻的症状,治疗方法,5
手工做宝宝棉裤裁剪图在哪里可以找到吗？我想学习帮孩子做裤子，反正在家里没事做。,其他,12
"医院查岀幽门菌反流吃药,过2小时候咽部有食物胸口前,吃三九胃泰",其他,12
原发性腹膜炎怎么办,治疗方法,5
老年人如何预防脑梗塞？,预防,2
请教一下蝎螫伤现象,临床表现(病症表现),3
大便出血大概两个月，通过改善饮食和每天坐浴可以痊愈吗？不用药可以治疗内痔吗？如果用药用什么药？,其他,12
如果得了精神活性物质所致精神障碍会传染给其他人吗？,传染性,7
手足徐动症的病因是什么,病因,1
请问月经一直推后怎么办？,治疗方法,5
颈髓损伤有9个月了做高压氧有郊果吗,病因,1
你好，请问高血压病人能不能将复方罗布麻片、复方丹参片和曲克芦丁片一起来吃啊,其他,12
痉挛性斜颈得治疗几个小时,治疗时间,11
孩子四个月了大便还是来的奶瓣子,临床表现(病症表现),3
肚子腾怎么办?,治疗方法,5
汉坦病毒肺综合征要治几多时间,治疗时间,11
血尿酸为何会升高？,病因,1
不同类型的肌无力症状表现有什么不同？,临床表现(病症表现),3
孕妇得了痔疮能顺产吗,治疗方法,5
肛门有小坠感，大便有血，可用什么药治疗？,治疗方法,5
请问月经每次只来了一点点怎么回事？,临床表现(病症表现),3
"我上完环,肚子胀痛会不会影响以后怀孕？",其他,12
病毒性心包炎是什么病,定义,0
糖尿病患者可以使用方斑蝥胶囊吗？价钱不同疗效有差别吗？,其他,12
腰疼还有心下面有时候也疼还有关节也疼就是今天去过几次夜店想问你一下,临床表现(病症表现),3
请教一下赖利-戴综合征属于什么科,所属科室,6
臉上覺得有點紅紅的，又不想吃東西，想睡覺，肚子脹不知道怎麼辦,临床表现(病症表现),3
肚子左边肋骨下有疼痛，尤其是晚..,其他,12
请问颅骨骨膜窦症状是什么,临床表现(病症表现),3
怎么治疗闭合性脑外伤,化验/体检方案,10
没有怀孕整天恶心啊，干呕,其他,12
你好我孩子的血管瘤，在脚趾上，手术风险太高，血管瘤大约在四十八毫米，请您你给建议以下，如何处理，内蒙古婴儿的血管瘤什么时候是较好治疗时间？,治疗时间,11
妊娠合并动脉导管未闭是什么病,定义,0
水土不服导致拉肚子能吃思密达吗？有糖尿病。有没有副作用？用,其他,12
开放性颅脑损伤易发人群有哪些,其他,12
月经期间总是腹痛怎么办,治疗方法,5
我贫血，还血压低，吃什么药？,治疗方法,5
iv级心衰可以做风湿性心脏病手术吗？,禁忌,9
尿频尿急、腰酸是什么病,临床表现(病症表现),3
心悸心慌失眠吃什么药,治疗方法,5
你好，请问一下，盐酸曲唑酮片长期服用可以吗？,禁忌,9
什么是弥漫性血管瘤,定义,0
外阴长小水泡，又痒又痛，水泡破了之后就是刺痛，请问是得了生殖器疱疹嘛？这个会传染给家里的孩子吗？谢谢！,其他,12
请问妇科B超检查确定有少少量盆腔积液是什么病？,定义,0
慢性支气管炎到底要怎么治疗才能好,治疗方法,5
如何判断颈动脉的狭窄程度？,其他,12
颈动脉硬化的治疗方法有哪些,治疗方法,5
慢性食管炎怎么诊断,定义,0
2个月宝宝爱手舞足蹈正常吗？有点担心宝宝又不是有多动症，求科普。,临床表现(病症表现),3
这个药能长期服用吗，这样吃多了会影响到身体的健康？,其他,12
怀孕了检查nt是什么？,其他,12
煤炭工尘肺容易感染不,传染性,7
请教一下拉休尤-格拉哈姆-利特尔综合征要治多久,治疗时间,11
小便后阴道疼是怎么回事小便后阴道疼是怎么回事,临床表现(病症表现),3
1我老婆俩天了一到凌晨三点多就恶心呕吐这是怎么了,病因,1
长期失眠服用思诺思效果好吗？会有副作用吗？,其他,12
变异性哮喘如何治疗?,治疗方法,5
宝宝上火，大便干燥,治疗方法,5
心肺栓塞的治疗与预防方法有哪些？,治疗方法,5
淋巴血管瘤2.5+2.4有影响没因注意什么，长在孩子脖子上的，内蒙古婴儿得了淋巴血管瘤能治好吗？,禁忌,9
哪些情况会引起尿路狭窄？,病因,1
心悸头晕恶心是怎么回事,病因,1
你好医生，小便后总是觉得不舒服,临床表现(病症表现),3
脑梗3个月了，这3个月一直用的是那远程缺血预适应训练仪脑心健，现在情况都消失，头晕也改善了，这是什么原理？,病因,1
老想上厕所，一天上七八次，但是去厕所又尿了一点点，刚从厕所出来又想上厕所,临床表现(病症表现),3
做过痔疮手术打过麻醉针，在11天之后我能在打吗，会在没什么影响,其他,12
请问月经不调血色黑怎么办？,治疗方法,5
你好，麻烦问一下二氧化硫中毒看啥科呢,所属科室,6
我心跳突然好快一分钟140好难受如何让尽快恢复正常,病因,1
如果得了强直性脊柱炎性巩膜炎可治率多高？,治愈率,8
宝宝拉肚子快俩月了,病因,1
宝宝黄疸退的很慢？,临床表现(病症表现),3
内痣外痣混合痣，肛门从内往外鼓包，是痔疮犯了么？需要做手术么？,其他,12
脑心舒口服液需要服用几个疗程好转呢？失眠多梦，神经衰弱能服用脑心舒口服液改善不？,其他,12
做完痔疮手术3年了，发现肛门疙瘩硬块。是不是痔疮再发啊。需要再做一次吗,治疗方法,5
孩子记忆力差的原因是缺什么微量元素呢？应该怎么补充最好？,其他,12
问一下脾囊肿要治多久,治疗时间,11
明天晚上睡觉到快天亮的时候就手麻(自己有颈椎病)这个是为什么，吃什么药可以治疗，或者有什么办法可以缓解,临床表现(病症表现),3
小孩肚子疼，爱大便,临床表现(病症表现),3
我该怎样逃避获得性循坏抗凝物质增多综合征,预防,2
我很久以前就患上过敏性哮喘，每年都会在这时候发作，该怎么办?,治疗方法,5
大便不成型和缺钙有没有关系,临床表现(病症表现),3
刨妇产两个半月老是恶心还老是放屁拉不出屎来怎么回事,病因,1
请问感冒耳朵嗡嗡响怎么办？,治疗方法,5
请问阴道有黑色的分泌物怎么办？,其他,12
慢阻肺疾病治疗偏方,其他,12
我每天心慌呼吸困难提不上气来心电图有房性心动过速二十四小时心电图有阵发性心动过速,其他,12
小便的时候有刺痛感。是怎么回事？,病因,1
我想请问一下，尿道感染会影响生育吗，需要吃什么药吗,其他,12
多发性腔隙性脑梗死的病因是什么？,病因,1
心绞痛一定是冠心病吗,定义,0
可以介绍颅骨骨瘤的释义,定义,0
做了两回痔疮，怎么还没有好？请问有什么好法吗？,其他,12
"孩子面部长的血管瘤，血管瘤处凸起是怎么回事,现在孩子4个月大了，内蒙古婴儿面部的血管瘤怎么治好？",治疗方法,5
头磕了一个大包一小时就落了还恶心怎么回事,病因,1
宝宝十个多月了，发烧到37度8算是严重吗？村里医生给拿的尼美舒利颗粒可以吗？,其他,12
之前咳嗽没那么频繁，医生贴了贴子，吃了药之后睡着了不咳嗽醒了一直咳,治疗方法,5
医生您好请问B超单上膀胱充盈不佳是什么原因?,病因,1
孕吐得很厉害怎么办,治疗方法,5
奥拉西坦胶囊在饭前还是在饭后服用有效果？服药期间需要注意些什么吗？,禁忌,9
心神不定，寝食难安整天胡思乱想，没精神头白天不想吃东西，也不觉得饿，而且总是很困,其他,12
病后体虚，失眠应该服用什么药比较有效？有哪些需要注意的？,治疗方法,5
我总觉得弟弟特别的痒，起了好多小水泡泡，之前以为就是湿疹。可是后来上医院检查发现不是，是叫尖锐湿疣的一个病，这种性病特别难治。请问尖锐湿疣这个疾病到底能不能治愈呢？,治愈率,8
你好，我明天体检，前几天感冒了，今天感觉好多了，就是有点流鼻涕，对明天的体检会有影响吗？,其他,12
头部草莓状的血管瘤症状有哪些？血管瘤有凸起，长在耳朵边上，内蒙古婴儿的血管瘤在耳朵边上危害大不大?,相关病症,4
我该如何免得肠伤寒,预防,2
胃消化不好怎么办,治疗方法,5
曾经有肺气肿,其他,12
2个月婴儿得了血管瘤，血管瘤长在孩子的身上，有明显的凸起，内蒙古婴儿的血管瘤在医院找哪个科？,所属科室,6
小孩呼吸肚子动得好厉害,临床表现(病症表现),3
感冒能引起高血压吗?,病因,1
请问59岁得了膀胱结石，前列腺增大排尿障碍，要如何治疗呢？,治疗方法,5
请问顺产后手脚骨头痛是什么原因啊？是不是生孩子的时候没生好落下的病根啊？,病因,1
请家长们提出你们的宝贵意见行不？儿子今年五岁了，他想学习武术，这么小去学武术会受伤吗？,其他,12
经常尿不尽，已有两年，尿完后，老觉得肚子憋尿，没尿尽，请问医生需要做啥检查，,治疗方法,5
疑神疑鬼，心神不宁，焦虑,临床表现(病症表现),3
请问玄宁马来酸左旋氨氯地平片去哪里买呢？谢谢医生！,其他,12
尿痛是指尿什么位置痛？尿痛是指尿什么位置痛？,临床表现(病症表现),3
两鬓太阳穴上方胀痛，这几天老是这样，我怀孕八个月了，这种是什么情况呢？,临床表现(病症表现),3
听人家说玉龙油的效果挺不错的，请问可以在哪里买到？,其他,12
您好，孩子轻微的支气管炎咳嗽，后来不咳嗽有痰，没痰多长时间后能打预防针？,治疗方法,5
有痔疮，大便出血，肛门不舒服，性生活后不舒服，痔疮会不会影响到性生活？怎么治疗？,其他,12
请问颈部脊髓损伤症状表现是什么,临床表现(病症表现),3
什么叫间质性肺炎?,定义,0
尿道炎吃什么药好呢,治疗方法,5
小儿房间隔缺损，出现了这个情况是怎么一回事？,病因,1
